,tid,country,unit,target,project_name,wiki,megawatts,status,financer,financer_type,source,source_iso,source_lat,source_lng,finance_type,era,close_year,dollars,epc,sponsor,parent,subnational,target_lat,target_lng,target_country_lat,target_country_lng
1713,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1714,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,Standard Chartered Bank,Privately-owned commercial institution,United Kingdom,GB,55.378051,-3.435973,refinancing loan,closed,2011.0,138083333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1715,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,117583333.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1716,G108836,India,Sasan Ultra Mega Power Project Unit 6,Sasan Ultra Mega Power Project,Sasan Ultra Mega Power Project,https://www.gem.wiki/Sasan_Ultra_Mega_Power_Project,660,operating,United Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2009.0,23246667.0,,Reliance Power Ltd,Reliance Group,,23.977520000000002,82.62647,20.593684,78.96288
1717,G108925,India,SEPC Tuticorin power station,SEPC Tuticorin power station,SEPC Tuticorin power station,https://www.gem.wiki/SEPC_Tuticorin_power_station,525,construction,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2013.0,154425059.0,,SEPC Power,SEPC Power,,8.75533,78.15843000000001,20.593684,78.96288
1718,G108925,India,SEPC Tuticorin power station,SEPC Tuticorin power station,SEPC Tuticorin power station,https://www.gem.wiki/SEPC_Tuticorin_power_station,525,construction,PTC (India) Financial Services,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,,24634432.0,,SEPC Power,SEPC Power,,8.75533,78.15843000000001,20.593684,78.96288
1719,G108925,India,SEPC Tuticorin power station,SEPC Tuticorin power station,SEPC Tuticorin power station,https://www.gem.wiki/SEPC_Tuticorin_power_station,525,construction,Rural Electrification Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2014.0,152126263.0,,SEPC Power,SEPC Power,,8.75533,78.15843000000001,20.593684,78.96288
1720,G109306,India,Shree Singaji Thermal Power Project Stage I Unit 1,Shree Singaji Thermal Power Project,Shree Singaji Thermal Power Project,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,600,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,,366389561.0,,Madhya Pradesh Power Generating Co Ltd,MPPGCL,,22.09914,76.53173000000001,20.593684,78.96288
1721,G109307,India,Shree Singaji Thermal Power Project Stage I Unit 2,Shree Singaji Thermal Power Project,Shree Singaji Thermal Power Project,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,600,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,,366389561.0,,Madhya Pradesh Power Generating Co Ltd,MPPGCL,,22.09914,76.53173000000001,20.593684,78.96288
1722,G109308,India,Shree Singaji Thermal Power Project Stage II Unit 3,Shree Singaji Thermal Power Project,Shree Singaji Thermal Power Project,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,660,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,,219980102.0,,Madhya Pradesh Power Generating Co Ltd,MPPGCL,,22.09914,76.53173000000001,20.593684,78.96288
1723,G109308,India,Shree Singaji Thermal Power Project Stage II Unit 3,Shree Singaji Thermal Power Project,Shree Singaji Thermal Power Project,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,660,operating,State government of Madhya Pradesh,Governmental policy institution,India,IN,20.593684,78.96288,equity,closed,,88209171.0,,Madhya Pradesh Power Generating Co Ltd,MPPGCL,,22.09914,76.53173000000001,20.593684,78.96288
1724,G109309,India,Shree Singaji Thermal Power Project Stage II Unit 4,Shree Singaji Thermal Power Project,Shree Singaji Thermal Power Project,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,660,operating,Power Finance Corporation,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,,219980102.0,,Madhya Pradesh Power Generating Co Ltd,MPPGCL,,22.09914,76.53173000000001,20.593684,78.96288
1725,G109309,India,Shree Singaji Thermal Power Project Stage II Unit 4,Shree Singaji Thermal Power Project,Shree Singaji Thermal Power Project,https://www.gem.wiki/Shree_Singaji_Thermal_Power_Project,660,operating,State government of Madhya Pradesh,Governmental policy institution,India,IN,20.593684,78.96288,equity,closed,,88209171.0,,Madhya Pradesh Power Generating Co Ltd,MPPGCL,,22.09914,76.53173000000001,20.593684,78.96288
1726,G109384,India,Sikka power station Unit 3,Sikka Thermal Power Station,Sikka Thermal Power Station,https://www.gem.wiki/Sikka_Thermal_Power_Station#Location,250,operating,Government of Gujarat,Governmental policy institution,,,,,loan,closed,,,,Gujarat State Electricity Corp Ltd,GSECL,,22.42083,69.8276,20.593684,78.96288
1727,G109385,India,Sikka power station Unit 4,Sikka Thermal Power Station,Sikka Thermal Power Station,https://www.gem.wiki/Sikka_Thermal_Power_Station#Location,250,operating,Government of Gujarat,Governmental policy institution,,,,,loan,closed,,,,Gujarat State Electricity Corp Ltd,GSECL,,22.42083,69.8276,20.593684,78.96288
1728,G109572,India,Sri Damodaram Sanjeevaiah Thermal Power Station Unit 1,Sri Damodaram Sanjeevaiah Thermal Power Station,Sri Damodaram Sanjeevaiah Thermal Power Station,https://www.gem.wiki/Sri_Damodaram_Sanjeevaiah_Thermal_Power_Station,800,operating,KfW,Governmental policy institution,Germany,DE,51.165690999999995,10.451526,loan,closed,,166247691.0,Bharat Heavy Electricals Limited,Andhra Pradesh Power Development Co,APGENCO,,14.3276,80.12210999999999,20.593684,78.96288
1729,G109573,India,Sri Damodaram Sanjeevaiah Thermal Power Station Unit 2,Sri Damodaram Sanjeevaiah Thermal Power Station,Sri Damodaram Sanjeevaiah Thermal Power Station,https://www.gem.wiki/Sri_Damodaram_Sanjeevaiah_Thermal_Power_Station,800,operating,KfW,Governmental policy institution,Germany,DE,51.165690999999995,10.451526,loan,closed,,166247691.0,Bharat Heavy Electricals Limited,Andhra Pradesh Power Development Co,APGENCO,,14.3276,80.12210999999999,20.593684,78.96288
1730,G109887,India,Talcher power station Stage II Unit 1,Talcher power station,Talcher power station,https://www.gem.wiki/Talcher_power_station,660,permitted,NTPC,Government-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2018.0,663882538.0,,NTPC Ltd,NTPC,,20.91106,85.20724,20.593684,78.96288
1731,G109888,India,Talcher power station Stage II Unit 2,Talcher power station,Talcher power station,https://www.gem.wiki/Talcher_power_station,660,permitted,NTPC,Government-owned commercial institution,India,IN,20.593684,78.96288,equity,closed,2018.0,663882538.0,,NTPC Ltd,NTPC,,20.91106,85.20724,20.593684,78.96288
1732,G109904,India,Talwandi Sabo Power Project Unit 1,Talwandi Sabo Power Project,Talwandi Sabo Power Project,https://www.gem.wiki/Talwandi_Sabo_Power_Project,660,operating,,Unknown,,,,,loan,closed,2015.0,,,Sterlite Energy Ltd,Vedanta Resources,,29.92458,75.23893000000001,20.593684,78.96288
1733,G109905,India,Talwandi Sabo Power Project Unit 2,Talwandi Sabo Power Project,Talwandi Sabo Power Project,https://www.gem.wiki/Talwandi_Sabo_Power_Project,660,operating,,Unknown,,,,,loan,closed,2015.0,,,Sterlite Energy Ltd,Vedanta Resources,,29.92458,75.23893000000001,20.593684,78.96288
1734,G109906,India,Talwandi Sabo Power Project Unit 3,Talwandi Sabo Power Project,Talwandi Sabo Power Project,https://www.gem.wiki/Talwandi_Sabo_Power_Project,660,operating,,Unknown,,,,,loan,closed,2015.0,,,Sterlite Energy Ltd,Vedanta Resources,,29.92458,75.23893000000001,20.593684,78.96288
1735,G109912,India,Tamnar-2 power station Unit 1,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,,Unknown,,,,,loan,closed,2010.0,337694464.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1736,G109913,India,Tamnar-2 power station Unit 2,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,,Unknown,,,,,loan,closed,2010.0,337694464.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1737,G109914,India,Tamnar-2 power station Unit 3,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,19685000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1738,G109914,India,Tamnar-2 power station Unit 3,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,17600000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1739,G109914,India,Tamnar-2 power station Unit 3,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,,Unknown,,,,,loan,closed,2010.0,337694464.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1740,G109914,India,Tamnar-2 power station Unit 3,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,40725000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1741,G109914,India,Tamnar-2 power station Unit 3,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,17600000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1742,G109914,India,Tamnar-2 power station Unit 3,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,Yes Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,40725000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1743,G109915,India,Tamnar-2 power station Unit 4,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,19685000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1744,G109915,India,Tamnar-2 power station Unit 4,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,HDFC Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,17600000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1745,G109915,India,Tamnar-2 power station Unit 4,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,,Unknown,,,,,loan,closed,2010.0,337694464.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1746,G109915,India,Tamnar-2 power station Unit 4,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,40725000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1747,G109915,India,Tamnar-2 power station Unit 4,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,State Bank of India,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,17600000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1748,G109915,India,Tamnar-2 power station Unit 4,Tamnar power station,Tamnar power station,https://www.gem.wiki/Tamnar_power_station,600,operating,Yes Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2015.0,40725000.0,,Jindal Steel & Power Ltd,Jindal Group,,22.09875,83.45130999999999,20.593684,78.96288
1749,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Asian Development Bank,Governmental policy institution,Philippines,PH,12.879721,121.77401699999999,loan,closed,2008.0,90000000.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1750,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Axis Bank,Privately-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015.0,13017350.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1751,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,BNP Paribas,Privately-owned commercial institution,France,FR,46.227638,2.213749,loan,closed,2008.0,65000000.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1752,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Export-Import Bank of Korea,Governmental policy institution,South Korea,KR,35.907757000000004,127.766922,loan,closed,2008.0,100000000.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1753,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Housing and Urban Development Corp (Hudco),Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,25000000.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1754,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,110000000.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1755,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,India Infrastructure Finance Company,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015.0,13017350.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1756,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,International Finance Corporation (IFC),Governmental policy institution,United States,US,37.09024,-95.712891,loan,closed,2008.0,90000000.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1757,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,,Unknown,,,,,loan,closed,2018.0,72766390.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1758,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,loan,closed,2008.0,27400000.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1759,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,Oriental Bank of Commerce,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015.0,13017350.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
1760,G109985,India,Tata Mundra Ultra Mega Power Project Unit 4,Tata Mundra Ultra Mega Power Project,Tata Mundra Ultra Mega Power Project,https://www.gem.wiki/Tata_Mundra_Ultra_Mega_Power_Project,800,operating,State Bank of Bikaner & Jaipur,Government-owned commercial institution,India,IN,20.593684,78.96288,refinancing loan,closed,2015.0,13017350.0,,Tata Power Co Ltd,Tata Group,,22.8158,69.5281,20.593684,78.96288
